10010	MISSING_FIELD	stage=3 var1 limit=1 not declared
10011	DIRTY_COUNTING_ENTRY	stage=4->5 var1<5 event=enter-zone source=s4 target=s5
10011	MISSING_FIELD	stage=6 var4 limit=1 not declared
10031	RESIDUAL_COUNTER	stage=9->10 var2<2 event=kill-npc 215504 215505 215516 215517 215518 216463 216464 216647 216783 215519 216648 216691 216692 source=s9 target=reward
10031	DIRTY_COUNTING_ENTRY	stage=8->9 var2<2 event=dialog 702662 USE_OBJECT source=s8 target=s9
10034	MISSING_FIELD	stage=5 var1 limit=1 not declared
10035	DIRTY_COUNTING_ENTRY	stage=4->5 var1<10 event=enter-zone source=s4 target=s5
10111	MISSING_FIELD	stage=3 var1 limit=1 not declared
10113	MISSING_FIELD	stage=3 var1 limit=1 not declared
10113	MISSING_FIELD	stage=5 var1 limit=1 not declared
10503	DIRTY_COUNTING_ENTRY	stage=0->1 var1<3 event=dialog 804704 SETPRO1 source=started target=s1
10504	DIRTY_COUNTING_ENTRY	stage=0->1 var1<5 event=dialog 804706 SETPRO1 source=started target=s1
10504	RESIDUAL_COUNTER	stage=2->3 var1<1 event=kill-npc 236255 source=s2 target=s3
10506	DIRTY_COUNTING_ENTRY	stage=2->3 var1<2 event=enter-zone source=s2 target=s3
10506	RESIDUAL_COUNTER	stage=6->7 var1<1 event=kill-npc 236263 source=s6 target=s7
10506	DIRTY_COUNTING_ENTRY	stage=5->6 var1<1 event=dialog 804710 SETPRO6 source=s5 target=s6
10507	DIRTY_COUNTING_ENTRY	stage=5->6 var2<3 event=dialog 804715 SETPRO6 source=s5 target=s6
10527	DIRTY_COUNTING_ENTRY	stage=10->11 var1<7 event=dialog 703315 USE_OBJECT source=s10 target=s11
13947	MISSING_FIELD	stage=0 var1 limit=1 not declared
13954	MISSING_FIELD	stage=2 var1 limit=1 not declared
13955	RESIDUAL_COUNTER	stage=0->1 var2<5 event=kill-npc 247113 247133 247181 246556 246855 246865 source=started target=reward
13955	RESIDUAL_COUNTER	stage=0->1 var2<5 event=kill-npc 247113 247133 247181 246556 246855 246865 source=started target=reward
13955	RESIDUAL_COUNTER	stage=0->1 var2<5 event=kill-npc 246561 source=started target=reward
13956	MISSING_FIELD	stage=1 var1 limit=1 not declared
13966	MISSING_FIELD	stage=0 var1 limit=1 not declared
15101	DIRTY_COUNTING_ENTRY	stage=0->1 var1<10 event=dialog 804715 SETPRO1 source=started target=hunt
15304	DIRTY_COUNTING_ENTRY	stage=1->2 var1<60 event=dialog 805328 CHECK_USER_HAS_QUEST_ITEM source=s1 target=s2
15314	DIRTY_COUNTING_ENTRY	stage=1->2 var1<60 event=dialog 805328 CHECK_USER_HAS_QUEST_ITEM source=s1 target=s2
15316	RESIDUAL_COUNTER	stage=6->7 var1<1 event=kill-npc 232853 233491 233544 233859 234190 source=s6 target=s7
15316	DIRTY_COUNTING_ENTRY	stage=6->7 var1<5 event=kill-npc 232853 233491 233544 233859 234190 source=s6 target=s7
15322	DIRTY_COUNTING_ENTRY	stage=0->1 var1<10 event=enter-zone source=started target=s1
15322	DIRTY_COUNTING_ENTRY	stage=2->3 var1<10 event=enter-zone source=s2 target=s3
15322	DIRTY_COUNTING_ENTRY	stage=4->5 var1<10 event=enter-zone source=s4 target=s5
15322	DIRTY_COUNTING_ENTRY	stage=6->7 var1<10 event=enter-zone source=s6 target=s7
15476	RESIDUAL_COUNTER	stage=0->1 var1<8 event=dialog 805809 SELECT_QUEST_REWARD source=started target=reward
15476	RESIDUAL_COUNTER	stage=0->1 var1<8 event=dialog 805810 SELECT_QUEST_REWARD source=started target=reward
15476	RESIDUAL_COUNTER	stage=0->1 var1<8 event=dialog 805811 SELECT_QUEST_REWARD source=started target=reward
15480	MISSING_FIELD	stage=0 var1 limit=1 not declared
15601	MISSING_FIELD	stage=5 var1 limit=1 not declared
15602	MISSING_FIELD	stage=2 var1 limit=1 not declared
15605	MISSING_FIELD	stage=3 var1 limit=1 not declared
15608	MISSING_FIELD	stage=3 var1 limit=1 not declared
16802	RESIDUAL_COUNTER	stage=0->1 var2<2 event=kill-npc 220306 220309 220312 220315 220318 220324 220327 220330 source=started target=k1
16802	RESIDUAL_COUNTER	stage=0->3 var2<2 event=dialog 806148 SELECT_QUEST_REWARD source=started target=reward
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16802	DIRTY_COUNTING_ENTRY	stage=3->0 var2<2 event=dialog 806148 source=reward target=complete
16803	RESIDUAL_COUNTER	stage=0->2 var1<30 event=dialog 806148 SELECT_QUEST_REWARD source=started target=reward
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16803	DIRTY_COUNTING_ENTRY	stage=2->0 var1<30 event=dialog 806148 source=reward target=complete
16804	MISSING_FIELD	stage=0 var1 limit=1 not declared
16822	MISSING_FIELD	stage=5 var1 limit=1 not declared
16824	MISSING_FIELD	stage=0 var1 limit=1 not declared
16826	MISSING_FIELD	stage=0 var1 limit=1 not declared
16836	MISSING_FIELD	stage=8 var2 limit=1 not declared
16836	MISSING_FIELD	stage=13 var1 limit=1 not declared
16837	MISSING_FIELD	stage=0 var1 limit=1 not declared
16839	MISSING_FIELD	stage=1 var1 limit=1 not declared
16974	MISSING_FIELD	stage=0 var1 limit=1 not declared
16986	MISSING_FIELD	stage=0 var1 limit=1 not declared
17510	DIRTY_COUNTING_ENTRY	stage=2->3 var2<1 event=enter-world source=s2 target=s3
17525	RESIDUAL_COUNTER	stage=1->2 var1<1 event=kill-npc 248382 source=s1 target=s2
17525	DIRTY_COUNTING_ENTRY	stage=0->1 var1<1 event=enter-zone source=started target=s1
17525	RESIDUAL_COUNTER	stage=2->3 var1<1 event=kill-npc 248423 248424 248426 source=s2 target=s3
17525	DIRTY_COUNTING_ENTRY	stage=1->2 var1<1 event=kill-npc 248382 source=s1 target=s2
17525	RESIDUAL_COUNTER	stage=4->5 var1<1 event=kill-npc 248013 source=s4 target=reward
17525	DIRTY_COUNTING_ENTRY	stage=3->4 var1<1 event=enter-zone source=s3 target=s4
17526	MISSING_FIELD	stage=0 var1 limit=1 not declared
17540	MISSING_FIELD	stage=2 var1 limit=1 not declared
17540	MISSING_FIELD	stage=3 var1 limit=1 not declared
17541	MISSING_FIELD	stage=0 var3 limit=1 not declared
17551	RESIDUAL_COUNTER	stage=2->3 var2<10 event=kill-npc 248015 248016 248017 248018 248019 248022 248024 source=s2 target=s3
17551	DIRTY_COUNTING_ENTRY	stage=1->2 var2<10 event=dialog 835782 SETPRO2 source=s1 target=s2
17551	RESIDUAL_COUNTER	stage=3->4 var1<1 event=kill-npc 248025 source=s3 target=s4
17552	MISSING_FIELD	stage=0 var1 limit=1 not declared
18741	RESIDUAL_COUNTER	stage=0->1 var1<50 event=kill-npc 236018 236019 236020 236021 236096 236097 236098 source=started target=reward
18743	MISSING_FIELD	stage=0 var1 limit=1 not declared
18930	MISSING_FIELD	stage=2 var1 limit=1 not declared
18930	MISSING_FIELD	stage=3 var1 limit=1 not declared
18930	MISSING_FIELD	stage=4 var1 limit=1 not declared
18932	MISSING_FIELD	stage=0 var1 limit=1 not declared
18990	MISSING_FIELD	stage=1 var2 limit=1 not declared
18990	MISSING_FIELD	stage=2 var1 limit=1 not declared
18991	MISSING_FIELD	stage=0 var1 limit=1 not declared
18992	MISSING_FIELD	stage=1 var2 limit=1 not declared
18992	MISSING_FIELD	stage=2 var1 limit=1 not declared
18993	MISSING_FIELD	stage=0 var1 limit=1 not declared
18995	MISSING_FIELD	stage=0 var1 limit=1 not declared
18996	MISSING_FIELD	stage=2 var2 limit=1 not declared
18996	MISSING_FIELD	stage=4 var1 limit=1 not declared
18997	MISSING_FIELD	stage=0 var1 limit=1 not declared
19673	MISSING_FIELD	stage=0 var1 limit=1 not declared
19674	MISSING_FIELD	stage=0 var1 limit=1 not declared
19675	MISSING_FIELD	stage=0 var1 limit=1 not declared
19676	MISSING_FIELD	stage=0 var1 limit=1 not declared
19680	MISSING_FIELD	stage=0 var1 limit=1 not declared
19681	MISSING_FIELD	stage=0 var1 limit=1 not declared
