quest_id,shown_page,trigger_action,page_name,action_name,entry_proof
11012,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11051,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11052,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11053,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11054,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11055,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11068,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11072,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
1111,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11139,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11149,1352,QUEST_SELECT,SELECT2,entry31=[]
11323,2716,QUEST_SELECT,SELECT6,entry31=[]
11455,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11458,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
11468,2375,QUEST_SELECT,SELECT5,entry31=[]
1311,1013,SELECT1_1_1,SELECT1_1_1,entry31=[]
1322,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
14021,3398,QUEST_SELECT,SELECT8,entry31=[]
14022,2716,QUEST_SELECT,SELECT6,entry31=[]
14152,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
1423,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
1430,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
1463,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
1466,2375,QUEST_SELECT,SELECT5,entry31=[]
1472,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
1482,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
15001,1352,QUEST_SELECT,SELECT2,entry31=[]
15020,1352,QUEST_SELECT,SELECT2,entry31=[]
15041,1352,QUEST_SELECT,SELECT2,entry31=[]
15050,1352,QUEST_SELECT,SELECT2,entry31=[]
15060,1352,QUEST_SELECT,SELECT2,entry31=[]
15062,1352,QUEST_SELECT,SELECT2,entry31=[]
15065,1352,QUEST_SELECT,SELECT2,entry31=[]
15073,1352,QUEST_SELECT,SELECT2,entry31=[]
15074,1352,QUEST_SELECT,SELECT2,entry31=[]
15100,1352,QUEST_SELECT,SELECT2,entry31=[]
15101,1352,QUEST_SELECT,SELECT2,entry31=[]
15104,1352,QUEST_SELECT,SELECT2,entry31=[]
15201,1352,QUEST_SELECT,SELECT2,entry31=[]
15202,1352,QUEST_SELECT,SELECT2,entry31=[]
15203,1352,QUEST_SELECT,SELECT2,entry31=[]
15301,1002,QUEST_ACCEPT_1,QUEST_1_2,entry31=[]
15326,1352,QUEST_SELECT,SELECT2,entry31=[]
1535,1007,ASK_QUEST_ACCEPT,QUEST_REFUSE_4,entry31=[]
15400,2716,QUEST_SELECT,SELECT6,entry31=[]
15401,1352,QUEST_SELECT,SELECT2,entry31=[]
15402,2034,QUEST_SELECT,SELECT4,entry31=[]
15406,1352,QUEST_SELECT,SELECT2,entry31=[]
15407,1352,QUEST_SELECT,SELECT2,entry31=[]
15408,1352,QUEST_SELECT,SELECT2,entry31=[]
15409,1352,QUEST_SELECT,SELECT2,entry31=[]
15410,1352,QUEST_SELECT,SELECT2,entry31=[]
15411,1352,QUEST_SELECT,SELECT2,entry31=[]
15412,1352,QUEST_SELECT,SELECT2,entry31=[]
15413,1352,QUEST_SELECT,SELECT2,entry31=[]
15414,1352,QUEST_SELECT,SELECT2,entry31=[]
15415,1352,QUEST_SELECT,SELECT2,entry31=[]
15416,1352,QUEST_SELECT,SELECT2,entry31=[]
15417,1352,QUEST_SELECT,SELECT2,entry31=[]
15418,1352,QUEST_SELECT,SELECT2,entry31=[]
15419,1352,QUEST_SELECT,SELECT2,entry31=[]
15420,1352,QUEST_SELECT,SELECT2,entry31=[]
15421,1352,QUEST_SELECT,SELECT2,entry31=[]
15422,1352,QUEST_SELECT,SELECT2,entry31=[]
15423,1352,QUEST_SELECT,SELECT2,entry31=[]
15424,1352,QUEST_SELECT,SELECT2,entry31=[]
15425,1352,QUEST_SELECT,SELECT2,entry31=[]
15426,1352,QUEST_SELECT,SELECT2,entry31=[]
15427,1352,QUEST_SELECT,SELECT2,entry31=[]
15428,1352,QUEST_SELECT,SELECT2,entry31=[]
15429,1352,QUEST_SELECT,SELECT2,entry31=[]
15430,1352,QUEST_SELECT,SELECT2,entry31=[]
15431,1352,QUEST_SELECT,SELECT2,entry31=[]
15432,1352,QUEST_SELECT,SELECT2,entry31=[]
15433,1352,QUEST_SELECT,SELECT2,entry31=[]
15434,1352,QUEST_SELECT,SELECT2,entry31=[]
15435,1352,QUEST_SELECT,SELECT2,entry31=[]
15436,1352,QUEST_SELECT,SELECT2,entry31=[]
15437,1352,QUEST_SELECT,SELECT2,entry31=[]
15438,1352,QUEST_SELECT,SELECT2,entry31=[]
15439,1352,QUEST_SELECT,SELECT2,entry31=[]
15440,1352,QUEST_SELECT,SELECT2,entry31=[]
15441,1352,QUEST_SELECT,SELECT2,entry31=[]
15442,1352,QUEST_SELECT,SELECT2,entry31=[]
15443,1352,QUEST_SELECT,SELECT2,entry31=[]
15444,1352,QUEST_SELECT,SELECT2,entry31=[]
15445,1352,QUEST_SELECT,SELECT2,entry31=[]
15471,1352,QUEST_SELECT,SELECT2,entry31=[]
15472,1352,QUEST_SELECT,SELECT2,entry31=[]
15473,1352,QUEST_SELECT,SELECT2,entry31=[]
15474,1352,QUEST_SELECT,SELECT2,entry31=[]
15475,1352,QUEST_SELECT,SELECT2,entry31=[]
15476,2375,QUEST_SELECT,SELECT5,entry31=[]
15477,2375,QUEST_SELECT,SELECT5,entry31=[]
15478,2375,QUEST_SELECT,SELECT5,entry31=[]
15478,2716,CHECK_USER_HAS_QUEST_ITEM,SELECT6,entry31=[]
15479,2375,QUEST_SELECT,SELECT5,entry31=[]
15479,2716,CHECK_USER_HAS_QUEST_ITEM,SELECT6,entry31=[]
15480,2375,QUEST_SELECT,SELECT5,entry31=[]
15500,1352,QUEST_SELECT,SELECT2,entry31=[]
15501,1352,QUEST_SELECT,SELECT2,entry31=[]
15503,1352,QUEST_SELECT,SELECT2,entry31=[]
15504,1352,QUEST_SELECT,SELECT2,entry31=[]
15506,1352,QUEST_SELECT,SELECT2,entry31=[]
15507,1352,QUEST_SELECT,SELECT2,entry31=[]
15509,1352,QUEST_SELECT,SELECT2,entry31=[]
15510,1352,QUEST_SELECT,SELECT2,entry31=[]
15512,1352,QUEST_SELECT,SELECT2,entry31=[]
15513,1352,QUEST_SELECT,SELECT2,entry31=[]
