# questId	status	retailInventoryItemNameIds
1209	NO_QUEST_XML	186000001
1212	NO_QUEST_XML	186000001
1331	NO_QUEST_XML	186000002
1332	NO_QUEST_XML	186000002,186000003
1398	NO_QUEST_XML	186000003
1399	NO_QUEST_XML	186000003
1428	NO_QUEST_XML	186000002
1429	NO_QUEST_XML	186000002,186000003
1508	NO_QUEST_XML	186000003,186000004
1509	NO_QUEST_XML	186000003,186000004
1568	NO_QUEST_XML	186000003
1569	NO_QUEST_XML	186000003
1638	NO_QUEST_XML	186000004
1639	NO_QUEST_XML	186000004
1711	NO_QUEST_XML	186000003,186000004
1712	NO_QUEST_XML	186000003,186000004
1713	NO_QUEST_XML	186000003
1714	NO_QUEST_XML	186000003
1827	NO_QUEST_XML	186000032,186000033,186000097
1828	NO_QUEST_XML	186000032,186000033,186000097
1829	NO_QUEST_XML	186000032,186000033,186000097
1830	NO_QUEST_XML	186000032,186000033,186000097
1831	NO_QUEST_XML	186000032,186000033,186000097
1832	NO_QUEST_XML	186000032,186000033,186000097
1889	NO_QUEST_XML	186000469
2294	NO_QUEST_XML	186000006
2295	NO_QUEST_XML	186000006
2315	NO_QUEST_XML	186000007
2335	NO_QUEST_XML	186000007
2336	NO_QUEST_XML	186000007
2337	NO_QUEST_XML	186000007
2396	NO_QUEST_XML	186000008
2397	NO_QUEST_XML	186000008
2517	NO_QUEST_XML	186000008
2518	NO_QUEST_XML	186000008
2591	NO_QUEST_XML	186000009
2592	NO_QUEST_XML	186000009
2636	NO_QUEST_XML	186000009
2637	NO_QUEST_XML	186000009
2711	NO_QUEST_XML	186000008,186000009
2712	NO_QUEST_XML	186000008,186000009
2713	NO_QUEST_XML	186000008
2714	NO_QUEST_XML	186000008
2827	NO_QUEST_XML	186000032,186000033,186000097
2828	NO_QUEST_XML	186000032,186000033,186000097
2829	NO_QUEST_XML	186000032,186000033,186000097
2830	NO_QUEST_XML	186000032,186000033,186000097
2831	NO_QUEST_XML	186000032,186000033,186000097
2832	NO_QUEST_XML	186000032,186000033,186000097
2889	NO_QUEST_XML	186000469
9662	NO_QUEST_XML	186000469
11017	NO_QUEST_XML	186000018
11018	NO_QUEST_XML	186000018
11019	NO_QUEST_XML	186000018
11020	NO_QUEST_XML	186000018
11050	NO_QUEST_XML	186000469
11520	NO_QUEST_XML	186000101
11521	NO_QUEST_XML	186000101
12061	NO_QUEST_XML	186000469
13815	NO_QUEST_XML	182215545
15213	NO_QUEST_XML	186000469
15455	NO_QUEST_XML	182215912
15458	NO_QUEST_XML	182215913
15461	NO_QUEST_XML	182215914
15481	NO_QUEST_XML	182215949
18711	NO_QUEST_XML	100001238
18713	NO_QUEST_XML	100201100
18715	NO_QUEST_XML	100100945
18717	NO_QUEST_XML	100500966
18719	NO_QUEST_XML	100601020
18721	NO_QUEST_XML	100900949
18723	NO_QUEST_XML	101300912
18725	NO_QUEST_XML	101500974
18727	NO_QUEST_XML	101700991
18729	NO_QUEST_XML	102100675
18731	NO_QUEST_XML	101800765
18733	NO_QUEST_XML	101900771
18735	NO_QUEST_XML	102000805
19601	NO_QUEST_XML	164000335
19602	NO_QUEST_XML	164000335
19603	NO_QUEST_XML	164000335
19604	NO_QUEST_XML	164000335
19605	NO_QUEST_XML	164000335
19606	NO_QUEST_XML	164000335
19607	NO_QUEST_XML	164000335
19608	NO_QUEST_XML	164000335
19609	NO_QUEST_XML	164000335
19610	NO_QUEST_XML	164000335
19611	NO_QUEST_XML	164000335
19612	NO_QUEST_XML	164000335
19613	NO_QUEST_XML	164000335
19614	NO_QUEST_XML	164000335
19615	NO_QUEST_XML	164000335
19616	NO_QUEST_XML	164000335
19617	NO_QUEST_XML	164000335
19618	NO_QUEST_XML	164000335
19619	NO_QUEST_XML	164000335
19620	NO_QUEST_XML	164000335
19621	NO_QUEST_XML	164000335
19622	NO_QUEST_XML	164000335
19623	NO_QUEST_XML	164000335
19624	NO_QUEST_XML	164000335
19625	NO_QUEST_XML	164000335
19626	NO_QUEST_XML	164000335
19627	NO_QUEST_XML	164000335
19628	NO_QUEST_XML	164000335
19629	NO_QUEST_XML	164000335
19630	NO_QUEST_XML	164000335
19644	NO_QUEST_XML	164000335
19645	NO_QUEST_XML	164000335
19646	NO_QUEST_XML	164000335
19647	NO_QUEST_XML	164000335
19648	NO_QUEST_XML	164000335
19649	NO_QUEST_XML	164000335
19650	NO_QUEST_XML	164000335
19651	NO_QUEST_XML	164000335
19652	NO_QUEST_XML	164000335
19653	NO_QUEST_XML	164000335
19654	NO_QUEST_XML	164000335
19655	NO_QUEST_XML	164000335
19656	NO_QUEST_XML	164000335
19657	NO_QUEST_XML	164000335
19658	NO_QUEST_XML	164000335
19659	NO_QUEST_XML	164000335
19660	NO_QUEST_XML	164000335
19661	NO_QUEST_XML	164000335
19662	NO_QUEST_XML	164000335
19663	NO_QUEST_XML	164000335
19664	NO_QUEST_XML	164000335
19665	NO_QUEST_XML	164000335
19666	NO_QUEST_XML	164000335
19667	NO_QUEST_XML	164000335
19668	NO_QUEST_XML	164000335
19669	NO_QUEST_XML	164000335
19670	NO_QUEST_XML	164000335
19692	NO_QUEST_XML	164000508
19693	NO_QUEST_XML	164000508
21050	NO_QUEST_XML	186000469
21519	NO_QUEST_XML	186000104
21520	NO_QUEST_XML	186000104
22061	NO_QUEST_XML	186000469
23815	NO_QUEST_XML	182215545
25213	NO_QUEST_XML	186000469
25455	NO_QUEST_XML	182215912
25458	NO_QUEST_XML	182215913
25461	NO_QUEST_XML	182215914
25481	NO_QUEST_XML	182215950
28711	NO_QUEST_XML	100001245
28713	NO_QUEST_XML	100201107
28715	NO_QUEST_XML	100100952
28717	NO_QUEST_XML	100500973
28719	NO_QUEST_XML	100601027
28721	NO_QUEST_XML	100900956
28723	NO_QUEST_XML	101300919
28725	NO_QUEST_XML	101500981
28727	NO_QUEST_XML	101700998
28729	NO_QUEST_XML	102100681
28731	NO_QUEST_XML	101800772
28733	NO_QUEST_XML	101900778
28735	NO_QUEST_XML	102000812
29601	NO_QUEST_XML	164000336
29602	NO_QUEST_XML	164000336
29603	NO_QUEST_XML	164000336
29604	NO_QUEST_XML	164000336
29605	NO_QUEST_XML	164000336
29606	NO_QUEST_XML	164000336
29607	NO_QUEST_XML	164000336
29608	NO_QUEST_XML	164000336
29609	NO_QUEST_XML	164000336
29610	NO_QUEST_XML	164000336
29611	NO_QUEST_XML	164000336
29612	NO_QUEST_XML	164000336
29613	NO_QUEST_XML	164000336
29614	NO_QUEST_XML	164000336
29615	NO_QUEST_XML	164000336
29616	NO_QUEST_XML	164000336
29617	NO_QUEST_XML	164000336
29618	NO_QUEST_XML	164000336
29619	NO_QUEST_XML	164000336
29620	NO_QUEST_XML	164000336
29621	NO_QUEST_XML	164000336
29622	NO_QUEST_XML	164000336
29623	NO_QUEST_XML	164000336
29624	NO_QUEST_XML	164000336
29625	NO_QUEST_XML	164000336
29626	NO_QUEST_XML	164000336
29627	NO_QUEST_XML	164000336
29628	NO_QUEST_XML	164000336
29629	NO_QUEST_XML	164000336
29630	NO_QUEST_XML	164000336
29644	NO_QUEST_XML	164000336
29645	NO_QUEST_XML	164000336
29646	NO_QUEST_XML	164000336
29647	NO_QUEST_XML	164000336
29648	NO_QUEST_XML	164000336
29649	NO_QUEST_XML	164000336
29650	NO_QUEST_XML	164000336
29651	NO_QUEST_XML	164000336
29652	NO_QUEST_XML	164000336
29653	NO_QUEST_XML	164000336
29654	NO_QUEST_XML	164000336
29655	NO_QUEST_XML	164000336
29656	NO_QUEST_XML	164000336
29657	NO_QUEST_XML	164000336
29658	NO_QUEST_XML	164000336
29659	NO_QUEST_XML	164000336
29660	NO_QUEST_XML	164000336
29661	NO_QUEST_XML	164000336
29662	NO_QUEST_XML	164000336
29663	NO_QUEST_XML	164000336
29664	NO_QUEST_XML	164000336
29665	NO_QUEST_XML	164000336
29666	NO_QUEST_XML	164000336
29667	NO_QUEST_XML	164000336
29668	NO_QUEST_XML	164000336
29669	NO_QUEST_XML	164000336
29670	NO_QUEST_XML	164000336
29692	NO_QUEST_XML	164000509
29693	NO_QUEST_XML	164000509
41187	NO_QUEST_XML	186000469
41188	NO_QUEST_XML	186000469
41598	NO_QUEST_XML	186000469
99002	NO_QUEST_XML	186000469
1930	XML_MISSING_GATE	100000656
3088	XML_MISSING_GATE	160003020
15230	XML_MISSING_GATE	185000116
15231	XML_MISSING_GATE	185000115
15232	XML_MISSING_GATE	185000114
15691	XML_MISSING_GATE	186000474
16827	XML_MISSING_GATE	182215992
18618	XML_MISSING_GATE	185000102
18619	XML_MISSING_GATE	185000102
18620	XML_MISSING_GATE	185000102
18621	XML_MISSING_GATE	185000102
18622	XML_MISSING_GATE	185000102
18623	XML_MISSING_GATE	185000102
18624	XML_MISSING_GATE	185000102
18625	XML_MISSING_GATE	185000102
18626	XML_MISSING_GATE	185000102
18627	XML_MISSING_GATE	185000102
18643	XML_MISSING_GATE	185000102
18644	XML_MISSING_GATE	185000102
18645	XML_MISSING_GATE	185000102
18648	XML_MISSING_GATE	185000102
19671	XML_MISSING_GATE	164000506
19672	XML_MISSING_GATE	164000506
19673	XML_MISSING_GATE	164000506
19674	XML_MISSING_GATE	164000506
19675	XML_MISSING_GATE	164000506
19676	XML_MISSING_GATE	164000506
19677	XML_MISSING_GATE	164000506
19680	XML_MISSING_GATE	164000506
19681	XML_MISSING_GATE	164000506
19682	XML_MISSING_GATE	164000506
19683	XML_MISSING_GATE	164000508
19684	XML_MISSING_GATE	164000508
